"Year","TradeFlowName","TradeValue_in_1000_USD","NetWeight_in_KGM","first","second","third","fourth"
"2009","Export","2310.202","66131","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2009","Export","61.449","5013","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2009","Import","1227.519","22325","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2009","Import","1823.003","88638","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2010","Export","2131.781","50966","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2010","Export","167.818","10181","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2010","Import","1237.298","16358","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2010","Import","2440.66","111557","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2011","Export","1843.615","38438","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2011","Export","39.127","1298","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2011","Import","1891.53","21000","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2011","Import","2022.394","78279","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2012","Export","1398.276","30146","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2012","Export","11.336","322","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2012","Import","1623.583","17785","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2012","Import","657.647","38906","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2013","Export","1524.827","30906","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2013","Export","5.77","330","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2013","Import","1875.419","26932","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2013","Import","159.58","15673","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2014","Export","2441.738","36716","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2014","Export","80.289","1380","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2014","Import","1207.677","12369","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2014","Import","126.361","3618","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2015","Export","2866.052","53937","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2015","Export","72.537","1616","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2015","Import","1012.796","8892","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2015","Import","69.702","3445","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2016","Export","2415.919","47205","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2016","Export","101.612","7390","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2016","Import","496.459","4657","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2016","Import","380.588","7852","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2017","Export","2328.482","37281","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2017","Export","37.412","1926","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2017","Import","273.279","189","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
"2017","Import","46.373","241","Manufactured commodities","Apparel and related products","Outerwear, nspf, of textile materia","Outerwear, nspf, of textile materia"
