Year,TradeFlowName,TradeValueK,first,second,third,fourth
2010,Export,50285.902,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2010,Export,14838.377,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2010,Export,0.127,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2010,Import,401658.184,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2010,Import,36162.08,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2011,Export,68930.098,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2011,Export,15240.199,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2011,Export,2.176,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2011,Import,489798.28,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2011,Import,37548.473,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2012,Export,71664.686,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2012,Export,16910.14,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2012,Import,468377.493,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2012,Import,41912.741,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2013,Export,80148.393,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2013,Export,13800.61,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2013,Export,0.016,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2013,Import,611563.445,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2013,Import,39781.267,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2014,Export,91147.315,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2014,Export,16169.025,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2014,Export,3.106,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2014,Import,575202.273,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2014,Import,41306.492,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2015,Export,78900.793,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2015,Export,17203.88,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2015,Import,453836.369,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2015,Import,30611.073,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2016,Export,86768.079,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2016,Export,17014.488,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2016,Import,390035.581,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2016,Import,20823.019,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2017,Export,106353.025,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2017,Export,22438.966,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2017,Import,361747.292,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2017,Import,6526.998,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2017,Import,12925.912,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2018,Export,123442.259,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2018,Export,23032.824,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2018,Import,356722.14,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2018,Import,10014.391,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2018,Import,14713.475,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2019,Export,132322.897,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2019,Export,17814.635,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2019,Import,226754.569,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2019,Import,7466.204,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2019,Import,14362.462,Manufactured commodities not identi,"Electrical machinery, equipment, an",Electronic components and accessori,Electronic components and accessori
2008,Export,37449.255,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2008,Import,202556.473,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2009,Export,15715.35,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2009,Import,153620.124,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2010,Export,25749.923,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2010,Import,257084.082,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2011,Export,34575.802,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2011,Import,320477.447,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2012,Export,19727.237,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2012,Import,236474.41,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2013,Export,35348.745,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2013,Import,348813.967,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2014,Export,40419.183,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2014,Import,377221.06,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2015,Export,40784.461,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2015,Import,296628.479,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2016,Export,268956.527,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2016,Import,149544.18,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2017,Export,217334.541,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2017,Import,123907.787,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2018,Export,73456.689,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2018,Import,198300.628,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2019,Export,64175.788,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2019,Import,184491.636,Manufactured commodities not identi,Transportation equipment,"Motor vehicles, and parts, nspf","Motor vehicles, and parts, nspf"
2008,Export,2323061.138,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2008,Export,107239.67,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2008,Import,933330.514,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2008,Import,635379.414,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2009,Export,855092.775,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2009,Export,122121.735,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2009,Import,607995.652,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2009,Import,506733.315,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2009,Import,0.091,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2010,Export,470472.848,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2010,Export,114720.72,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2010,Import,578540.154,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2010,Import,480370.997,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2011,Export,658036.616,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2011,Export,128535.824,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2011,Import,764483.738,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2011,Import,550618.907,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2012,Export,978584.843,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2012,Export,171856.796,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2012,Import,627078.567,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2012,Import,502929.45,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2013,Export,1139267.29,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2013,Export,239788.231,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2013,Import,642062.322,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2013,Import,415883.603,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2014,Export,1931588.038,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2014,Export,297568.462,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2014,Import,609808.536,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2014,Import,372920.61,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2015,Export,2807704.155,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2015,Export,251205.204,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2015,Import,370628.971,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2015,Import,312694.386,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2016,Export,2949613.583,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2016,Export,212681.688,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2016,Import,245468.937,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2016,Import,298665.866,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2017,Export,2281233.766,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2017,Export,230414.149,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2017,Import,226243.02,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2017,Import,175366.369,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2018,Export,2063499.137,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2018,Export,287235.915,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2018,Import,345133.475,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2018,Import,226944.179,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2019,Export,2200722.179,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2019,Export,224596.483,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2019,Import,349851.606,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2019,Import,223222.643,Manufactured commodities not identi,Transportation equipment,"Aircraft, and parts, nspf","Aircraft, and parts, nspf"
2008,Export,866084.282,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2008,Import,25767.482,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2009,Export,5132.126,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2009,Import,56137.09,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2010,Export,5134.6,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2010,Import,31672.825,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2011,Export,10235.062,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2011,Import,49168.504,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2012,Export,9806.42,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2012,Import,59729.564,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2013,Export,23832.873,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2013,Import,31619.204,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2014,Export,5505.956,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2014,Import,31829.149,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2015,Export,12696.178,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2015,Import,74930.107,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2016,Export,14661.017,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2016,Import,6895.763,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2017,Export,12805.382,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2017,Import,7226.01,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2018,Export,12928.687,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2018,Import,5782.753,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2019,Export,12411.777,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2019,Import,5644.59,Manufactured commodities not identi,Transportation equipment,"Yachts or pleasure boats, and parts","Yachts or pleasure boats, and parts"
2008,Export,1.8,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2008,Export,88354.25,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2008,Import,390211.375,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2008,Import,9691.506,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2009,Export,93081.951,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2009,Import,113480.048,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2009,Import,7401.216,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2010,Export,7897.905,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2010,Import,89065.928,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2010,Import,33104.172,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2011,Export,2894.043,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2011,Import,137225.521,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2011,Import,106008.794,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2012,Export,15428.615,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2012,Import,115878.1,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2012,Import,46243.329,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2013,Export,0.325,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2013,Export,5941.488,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2013,Import,209549.256,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2013,Import,19338.575,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2014,Export,10683.921,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2014,Import,110759.933,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2014,Import,25096.999,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2015,Export,13279.247,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2015,Import,196833.811,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2015,Import,29535.992,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2016,Export,6293.969,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2016,Import,67786.056,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2016,Import,22431.81,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2017,Export,3619.523,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2017,Import,63270.974,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2017,Import,18637.082,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2018,Export,6067.905,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2018,Import,64698.717,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2018,Import,21713.987,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2019,Export,0.02,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2019,Export,16831.473,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2019,Import,12287.47,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2019,Import,15540.349,Manufactured commodities not identi,Transportation equipment,"Railroad equipment and parts, nspf,","Railroad equipment and parts, nspf,"
2008,Export,29453.971,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2008,Export,3759.852,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2008,Import,11493.321,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2008,Import,32060.757,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2009,Export,1233.518,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2009,Export,2552.579,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2009,Import,3809.442,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2009,Import,12614.638,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2010,Export,5627.812,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2010,Export,1567.985,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2010,Import,4647.852,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2010,Import,26027.712,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2011,Export,13029.581,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2011,Export,1976.972,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2011,Import,2103.2,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2011,Import,30869.536,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2012,Export,12321.544,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2012,Export,1861.612,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2012,Import,1653.511,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2012,Import,38154.929,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2013,Export,18614.786,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2013,Export,1096.54,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2013,Import,1541.449,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2013,Import,47964.648,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2014,Export,17182.776,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2014,Export,837.906,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2014,Import,1571.874,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2014,Import,37273.808,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2015,Export,15096.156,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2015,Export,1127.729,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2015,Import,332.119,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2015,Import,28592.895,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2016,Export,18026.592,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2016,Export,912.549,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2016,Import,400.851,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2016,Import,15944.931,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2017,Export,13171.794,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
