Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValueK,Quantity,ProductDescription,QtyUnit,NetWeightKG
IU,BRA,131,Brazil,USA,United States,2009,Export,6,1707.36,1339343,Cotton and cottonseed,Kg,1339343
IU,BRA,131,Brazil,USA,United States,2009,Import,5,12551.894,10667659,Cotton and cottonseed,Kg,10667659
IU,BRA,131,Brazil,USA,United States,2010,Export,6,69.807,19840,Cotton and cottonseed,Kg,19840
IU,BRA,131,Brazil,USA,United States,2010,Import,5,28743.19,17550736,Cotton and cottonseed,Kg,17550736
IU,BRA,131,Brazil,USA,United States,2011,Export,6,3807.499,1513837,Cotton and cottonseed,Kg,1513837
IU,BRA,131,Brazil,USA,United States,2011,Import,5,347854.912,130704227,Cotton and cottonseed,Kg,130704227
IU,BRA,131,Brazil,USA,United States,2012,Export,6,599.538,370374,Cotton and cottonseed,Kg,370374
IU,BRA,131,Brazil,USA,United States,2012,Import,5,1959.651,521374,Cotton and cottonseed,Kg,521374
IU,BRA,131,Brazil,USA,United States,2013,Export,6,639.124,337198,Cotton and cottonseed,Kg,337198
IU,BRA,131,Brazil,USA,United States,2013,Import,5,21869.718,10863362,Cotton and cottonseed,Kg,10863362
IU,BRA,131,Brazil,USA,United States,2014,Export,6,84.5,240000,Cotton and cottonseed,Kg,240000
IU,BRA,131,Brazil,USA,United States,2014,Import,5,28219.773,14967155,Cotton and cottonseed,Kg,14967155
IU,BRA,131,Brazil,USA,United States,2015,Export,6,3948.842,3042513,Cotton and cottonseed,Kg,3042513
IU,BRA,131,Brazil,USA,United States,2015,Import,5,68.938,19998,Cotton and cottonseed,Kg,19998
IU,BRA,131,Brazil,USA,United States,2016,Export,6,8779.142,5545256,Cotton and cottonseed,Kg,5545256
IU,BRA,131,Brazil,USA,United States,2016,Import,5,34253.165,24257934,Cotton and cottonseed,Kg,24257934
IU,BRA,131,Brazil,USA,United States,2017,Import,5,55944.169,32111801,Cotton and cottonseed,Kg,32111801
IU,BRA,131,Brazil,USA,United States,2018,Export,6,0.768,480,Cotton and cottonseed,Kg,480
IU,BRA,131,Brazil,USA,United States,2018,Import,5,27748.067,15350195,Cotton and cottonseed,Kg,15350195
IU,BRA,131,Brazil,USA,United States,2019,Export,6,936.468,514313,Cotton and cottonseed,Kg,514313
IU,BRA,131,Brazil,USA,United States,2019,Import,5,2123.997,643804,Cotton and cottonseed,Kg,643804
IU,BRA,132,Brazil,USA,United States,2008,Export,6,314846.432,78042324,Tobacco,Kg,78042324
IU,BRA,132,Brazil,USA,United States,2008,Import,5,289.849,38560,Tobacco,Kg,38560
IU,BRA,132,Brazil,USA,United States,2009,Export,6,307372.891,66262772,Tobacco,Kg,66262772
IU,BRA,132,Brazil,USA,United States,2009,Import,5,888.517,117960,Tobacco,Kg,117960
IU,BRA,132,Brazil,USA,United States,2010,Export,6,241170.666,52559112,Tobacco,Kg,52559112
IU,BRA,132,Brazil,USA,United States,2011,Export,6,274738.085,57995221,Tobacco,Kg,57995221
IU,BRA,132,Brazil,USA,United States,2011,Import,5,20.377,8577,Tobacco,Kg,8577
IU,BRA,132,Brazil,USA,United States,2012,Export,6,367186.669,75672271,Tobacco,Kg,75672271
IU,BRA,132,Brazil,USA,United States,2012,Import,5,40.162,1086,Tobacco,Kg,1086
IU,BRA,132,Brazil,USA,United States,2013,Export,6,408665.172,75171233,Tobacco,Kg,75171233
IU,BRA,132,Brazil,USA,United States,2013,Import,5,1810.118,212166,Tobacco,Kg,212166
IU,BRA,132,Brazil,USA,United States,2014,Export,6,233826.216,46970595,Tobacco,Kg,46970595
IU,BRA,132,Brazil,USA,United States,2014,Import,5,1699.413,178200,Tobacco,Kg,178200
IU,BRA,132,Brazil,USA,United States,2015,Export,6,224291.902,48915741,Tobacco,Kg,48915741
IU,BRA,132,Brazil,USA,United States,2015,Import,5,1.53,200,Tobacco,Kg,200
IU,BRA,132,Brazil,USA,United States,2016,Export,6,246396.185,53261771,Tobacco,Kg,53261771
IU,BRA,132,Brazil,USA,United States,2017,Export,6,196779.217,43676349,Tobacco,Kg,43676349
IU,BRA,132,Brazil,USA,United States,2018,Export,6,188884.057,44794278,Tobacco,Kg,44794277
IU,BRA,132,Brazil,USA,United States,2019,Export,6,189181.237,54420998,Tobacco,Kg,54420998
IU,BRA,132,Brazil,USA,United States,2019,Import,5,229.495,153000,Tobacco,Kg,153000
IU,BRA,133,Brazil,USA,United States,2009,Export,6,0.014,1,Sugarcane and sugar beets,Kg,1
IU,BRA,133,Brazil,USA,United States,2012,Import,5,2.78,100,Sugarcane and sugar beets,Kg,100
IU,BRA,133,Brazil,USA,United States,2019,Import,5,19.7,700,Sugarcane and sugar beets,Kg,700
IU,BRA,134,Brazil,USA,United States,2008,Import,5,164.104,211008,"Potatoes, white or irish",Kg,211008
IU,BRA,134,Brazil,USA,United States,2009,Import,5,56.16,65593,"Potatoes, white or irish",Kg,65593
IU,BRA,134,Brazil,USA,United States,2010,Import,5,81.562,125133,"Potatoes, white or irish",Kg,125133
IU,BRA,134,Brazil,USA,United States,2011,Import,5,137.296,54005,"Potatoes, white or irish",Kg,54005
IU,BRA,134,Brazil,USA,United States,2013,Import,5,669.345,1032392,"Potatoes, white or irish",Kg,1032392
IU,BRA,134,Brazil,USA,United States,2014,Export,6,0.169,60,"Potatoes, white or irish",Kg,60
IU,BRA,134,Brazil,USA,United States,2014,Import,5,446.402,596752,"Potatoes, white or irish",Kg,596752
IU,BRA,134,Brazil,USA,United States,2015,Import,5,69.1,933,"Potatoes, white or irish",Kg,933
IU,BRA,134,Brazil,USA,United States,2016,Import,5,34.7,379,"Potatoes, white or irish",Kg,379
IU,BRA,134,Brazil,USA,United States,2017,Import,5,46.966,4139,"Potatoes, white or irish",Kg,4139
IU,BRA,134,Brazil,USA,United States,2018,Export,6,0.649,640,"Potatoes, white or irish",Kg,640
IU,BRA,134,Brazil,USA,United States,2019,Export,6,0.357,355,"Potatoes, white or irish",Kg,318
IU,BRA,139,Brazil,USA,United States,2008,Export,6,7635.06,4293135,"Field crops, except cash grains, ns",Kg,4293135
IU,BRA,139,Brazil,USA,United States,2008,Import,5,9050.978,1215013,"Field crops, except cash grains, ns",Kg,1215013
IU,BRA,139,Brazil,USA,United States,2009,Export,6,5960.528,4477296,"Field crops, except cash grains, ns",Kg,4477296
IU,BRA,139,Brazil,USA,United States,2009,Import,5,7993.865,1449242,"Field crops, except cash grains, ns",Kg,1449242
IU,BRA,139,Brazil,USA,United States,2010,Export,6,6379.668,4178399,"Field crops, except cash grains, ns",Kg,4178399
IU,BRA,139,Brazil,USA,United States,2010,Import,5,9019.606,1330965,"Field crops, except cash grains, ns",Kg,1330965
IU,BRA,139,Brazil,USA,United States,2011,Export,6,5950.328,2832669,"Field crops, except cash grains, ns",Kg,2832669
IU,BRA,139,Brazil,USA,United States,2011,Import,5,9909.512,1195188,"Field crops, except cash grains, ns",Kg,1195188
IU,BRA,139,Brazil,USA,United States,2012,Export,6,7584.027,3646440,"Field crops, except cash grains, ns",Kg,3646440
IU,BRA,139,Brazil,USA,United States,2012,Import,5,9547.226,929249,"Field crops, except cash grains, ns",Kg,929249
IU,BRA,139,Brazil,USA,United States,2013,Export,6,4516.461,1901834,"Field crops, except cash grains, ns",Kg,1901834
IU,BRA,139,Brazil,USA,United States,2013,Import,5,10648.651,1131797,"Field crops, except cash grains, ns",Kg,1131797
IU,BRA,139,Brazil,USA,United States,2014,Export,6,4149.981,1988997,"Field crops, except cash grains, ns",Kg,1988997
IU,BRA,139,Brazil,USA,United States,2014,Import,5,15049.195,1863625,"Field crops, except cash grains, ns",Kg,1863625
IU,BRA,139,Brazil,USA,United States,2015,Export,6,4587.008,2052215,"Field crops, except cash grains, ns",Kg,2052215
IU,BRA,139,Brazil,USA,United States,2015,Import,5,13214.039,1308149,"Field crops, except cash grains, ns",Kg,1308149
IU,BRA,139,Brazil,USA,United States,2016,Export,6,6899.448,2952628,"Field crops, except cash grains, ns",Kg,2952628
IU,BRA,139,Brazil,USA,United States,2016,Import,5,11045.077,1403535,"Field crops, except cash grains, ns",Kg,1403535
IU,BRA,139,Brazil,USA,United States,2017,Export,6,5329.975,2564001,"Field crops, except cash grains, ns",Kg,2564001
IU,BRA,139,Brazil,USA,United States,2017,Import,5,11890.796,1755539,"Field crops, except cash grains, ns",Kg,1755539
IU,BRA,139,Brazil,USA,United States,2018,Export,6,6638.25,4121822.254,"Field crops, except cash grains, ns",Kg,4101887
IU,BRA,139,Brazil,USA,United States,2018,Export,6,0.671,0,"Field crops, except cash grains, ns",N.Q.,
IU,BRA,139,Brazil,USA,United States,2018,Import,5,13231.399,1592196,"Field crops, except cash grains, ns",Kg,1592196
IU,BRA,139,Brazil,USA,United States,2019,Export,6,9025.974,5882784.986,"Field crops, except cash grains, ns",Kg,5839579
IU,BRA,139,Brazil,USA,United States,2019,Import,5,14809.915,1460683,"Field crops, except cash grains, ns",Kg,1460683
IU,BRA,16,Brazil,USA,United States,2008,Export,6,559.148,689444,Vegetables and melons,Kg,689444
IU,BRA,16,Brazil,USA,United States,2008,Import,5,92.172,47262,Vegetables and melons,Kg,47262
IU,BRA,16,Brazil,USA,United States,2009,Export,6,1772.131,2214908,Vegetables and melons,Kg,2214908
IU,BRA,16,Brazil,USA,United States,2009,Import,5,121.179,110058,Vegetables and melons,Kg,110058
IU,BRA,16,Brazil,USA,United States,2010,Export,6,2092.794,1981697,Vegetables and melons,Kg,1981697
IU,BRA,16,Brazil,USA,United States,2010,Import,5,547.556,457237,Vegetables and melons,Kg,457237
IU,BRA,16,Brazil,USA,United States,2011,Export,6,1342.509,1696460,Vegetables and melons,Kg,1696460
IU,BRA,16,Brazil,USA,United States,2011,Import,5,590.074,459006,Vegetables and melons,Kg,459006
IU,BRA,16,Brazil,USA,United States,2012,Export,6,1389.156,1441981,Vegetables and melons,Kg,1441981
IU,BRA,16,Brazil,USA,United States,2012,Import,5,736.032,655813,Vegetables and melons,Kg,655813
IU,BRA,16,Brazil,USA,United States,2013,Export,6,808.67,1036858,Vegetables and melons,Kg,1036858
IU,BRA,16,Brazil,USA,United States,2013,Import,5,924.38,786661,Vegetables and melons,Kg,786661
IU,BRA,16,Brazil,USA,United States,2014,Export,6,693.292,1125475,Vegetables and melons,Kg,1125475
IU,BRA,16,Brazil,USA,United States,2014,Import,5,939.726,734883,Vegetables and melons,Kg,734883
IU,BRA,16,Brazil,USA,United States,2015,Export,6,1180.838,1799157,Vegetables and melons,Kg,1799157
IU,BRA,16,Brazil,USA,United States,2015,Import,5,782.623,517732,Vegetables and melons,Kg,517732
IU,BRA,16,Brazil,USA,United States,2016,Export,6,1690.92,2731893,Vegetables and melons,Kg,2731893
IU,BRA,16,Brazil,USA,United States,2016,Import,5,633.929,410168,Vegetables and melons,Kg,410168
IU,BRA,16,Brazil,USA,United States,2017,Export,6,352.095,543070,Vegetables and melons,Kg,543070
IU,BRA,16,Brazil,USA,United States,2017,Import,5,818.234,427173,Vegetables and melons,Kg,427173
IU,BRA,16,Brazil,USA,United States,2018,Export,6,203.834,247607,Vegetables and melons,Kg,248940
IU,BRA,16,Brazil,USA,United States,2018,Import,5,839.395,456400,Vegetables and melons,Kg,456400
IU,BRA,16,Brazil,USA,United States,2019,Export,6,781.737,1242178,Vegetables and melons,Kg,1243787
IU,BRA,16,Brazil,USA,United States,2019,Import,5,821.539,415900,Vegetables and melons,Kg,415900
IU,BRA,161,Brazil,USA,United States,2008,Export,6,559.148,689444,Vegetables and melons,Kg,689444
IU,BRA,161,Brazil,USA,United States,2008,Import,5,92.172,47262,Vegetables and melons,Kg,47262
IU,BRA,161,Brazil,USA,United States,2009,Export,6,1772.131,2214908,Vegetables and melons,Kg,2214908
IU,BRA,161,Brazil,USA,United States,2009,Import,5,121.179,110058,Vegetables and melons,Kg,110058
IU,BRA,161,Brazil,USA,United States,2010,Export,6,2092.794,1981697,Vegetables and melons,Kg,1981697
IU,BRA,161,Brazil,USA,United States,2010,Import,5,547.556,457237,Vegetables and melons,Kg,457237
IU,BRA,161,Brazil,USA,United States,2011,Export,6,1342.509,1696460,Vegetables and melons,Kg,1696460
IU,BRA,161,Brazil,USA,United States,2011,Import,5,590.074,459006,Vegetables and melons,Kg,459006
IU,BRA,161,Brazil,USA,United States,2012,Export,6,1389.156,1441981,Vegetables and melons,Kg,1441981
IU,BRA,161,Brazil,USA,United States,2012,Import,5,736.032,655813,Vegetables and melons,Kg,655813
IU,BRA,161,Brazil,USA,United States,2013,Export,6,808.67,1036858,Vegetables and melons,Kg,1036858
IU,BRA,161,Brazil,USA,United States,2013,Import,5,924.38,786661,Vegetables and melons,Kg,786661
IU,BRA,161,Brazil,USA,United States,2014,Export,6,693.292,1125475,Vegetables and melons,Kg,1125475
IU,BRA,161,Brazil,USA,United States,2014,Import,5,939.726,734883,Vegetables and melons,Kg,734883
IU,BRA,161,Brazil,USA,United States,2015,Export,6,1180.838,1799157,Vegetables and melons,Kg,1799157
IU,BRA,161,Brazil,USA,United States,2015,Import,5,782.623,517732,Vegetables and melons,Kg,517732
IU,BRA,161,Brazil,USA,United States,2016,Export,6,1690.92,2731893,Vegetables and melons,Kg,2731893
IU,BRA,161,Brazil,USA,United States,2016,Import,5,633.929,410168,Vegetables and melons,Kg,410168
IU,BRA,161,Brazil,USA,United States,2017,Export,6,352.095,543070,Vegetables and melons,Kg,543070
IU,BRA,161,Brazil,USA,United States,2017,Import,5,818.234,427173,Vegetables and melons,Kg,427173
IU,BRA,161,Brazil,USA,United States,2018,Export,6,203.834,247607,Vegetables and melons,Kg,248940
IU,BRA,161,Brazil,USA,United States,2018,Import,5,839.395,456400,Vegetables and melons,Kg,456400
IU,BRA,161,Brazil,USA,United States,2019,Export,6,781.737,1242178,Vegetables and melons,Kg,1243787
IU,BRA,161,Brazil,USA,United States,2019,Import,5,821.539,415900,Vegetables and melons,Kg,415900
IU,BRA,17,Brazil,USA,United States,2008,Export,6,782167.009,325798056,"Fruits, fresh, chilled or in brine;",Kg,325798056
IU,BRA,17,Brazil,USA,United States,2008,Import,5,16969.355,9119271,"Fruits, fresh, chilled or in brine;",Kg,9119271
IU,BRA,17,Brazil,USA,United States,2009,Export,6,772485.926,364132338,"Fruits, fresh, chilled or in brine;",Kg,364132338
IU,BRA,17,Brazil,USA,United States,2009,Import,5,16578.929,11803654,"Fruits, fresh, chilled or in brine;",Kg,11803654
IU,BRA,17,Brazil,USA,United States,2010,Export,6,1120220.427,407205897,"Fruits, fresh, chilled or in brine;",Kg,407205897
IU,BRA,17,Brazil,USA,United States,2010,Import,5,15854.4,9340111,"Fruits, fresh, chilled or in brine;",Kg,9340111
IU,BRA,17,Brazil,USA,United States,2011,Export,6,1864366.311,443384479,"Fruits, fresh, chilled or in brine;",Kg,443384479
IU,BRA,17,Brazil,USA,United States,2011,Import,5,22951.773,12626888,"Fruits, fresh, chilled or in brine;",Kg,12626888
IU,BRA,17,Brazil,USA,United States,2012,Export,6,1101253.511,324635092,"Fruits, fresh, chilled or in brine;",Kg,324635092
IU,BRA,17,Brazil,USA,United States,2012,Import,5,20126.064,10347194,"Fruits, fresh, chilled or in brine;",Kg,10347194
IU,BRA,17,Brazil,USA,United States,2013,Export,6,924125.909,365658535,"Fruits, fresh, chilled or in brine;",Kg,365658535
IU,BRA,17,Brazil,USA,United States,2013,Import,5,16411.837,6306671,"Fruits, fresh, chilled or in brine;",Kg,6306671
IU,BRA,17,Brazil,USA,United States,2014,Export,6,1231526.433,427186756,"Fruits, fresh, chilled or in brine;",Kg,427186756
IU,BRA,17,Brazil,USA,United States,2014,Import,5,15881.977,5742983,"Fruits, fresh, chilled or in brine;",Kg,5742983
IU,BRA,17,Brazil,USA,United States,2015,Export,6,1235882.34,475004393,"Fruits, fresh, chilled or in brine;",Kg,475004393
IU,BRA,17,Brazil,USA,United States,2015,Import,5,9268.287,4345942,"Fruits, fresh, chilled or in brine;",Kg,4345942
IU,BRA,17,Brazil,USA,United States,2016,Export,6,976636.222,389940185,"Fruits, fresh, chilled or in brine;",Kg,389940185
IU,BRA,17,Brazil,USA,United States,2016,Import,5,9999.85,3797044,"Fruits, fresh, chilled or in brine;",Kg,3797044
IU,BRA,17,Brazil,USA,United States,2017,Export,6,959863.61,368894326,"Fruits, fresh, chilled or in brine;",Kg,368894326
IU,BRA,17,Brazil,USA,United States,2017,Import,5,13323.584,4110623,"Fruits, fresh, chilled or in brine;",Kg,4110623
IU,BRA,17,Brazil,USA,United States,2018,Export,6,830450.714,369820941.1,"Fruits, fresh, chilled or in brine;",Kg,369665866
IU,BRA,17,Brazil,USA,United States,2018,Import,5,9731.631,3521760,"Fruits, fresh, chilled or in brine;",Kg,3521760
IU,BRA,17,Brazil,USA,United States,2019,Export,6,974778.271,488334734.5,"Fruits, fresh, chilled or in brine;",Kg,488239687
IU,BRA,17,Brazil,USA,United States,2019,Import,5,9194.224,3310804,"Fruits, fresh, chilled or in brine;",Kg,3106941
IU,BRA,171,Brazil,USA,United States,2008,Export,6,18.01,2160,Berry crops,Kg,2160
IU,BRA,171,Brazil,USA,United States,2008,Import,5,184.438,45168,Berry crops,Kg,45168
IU,BRA,171,Brazil,USA,United States,2009,Export,6,10.565,1692,Berry crops,Kg,1692
IU,BRA,171,Brazil,USA,United States,2009,Import,5,497.993,107895,Berry crops,Kg,107895
IU,BRA,171,Brazil,USA,United States,2010,Export,6,30.706,9009,Berry crops,Kg,9009
IU,BRA,171,Brazil,USA,United States,2010,Import,5,1082.207,238987,Berry crops,Kg,238987
IU,BRA,171,Brazil,USA,United States,2011,Export,6,21.758,7300,Berry crops,Kg,7300
IU,BRA,171,Brazil,USA,United States,2011,Import,5,2088.224,414872,Berry crops,Kg,414872
IU,BRA,171,Brazil,USA,United States,2012,Import,5,2616.284,605691,Berry crops,Kg,605691
IU,BRA,171,Brazil,USA,United States,2013,Export,6,16.158,7880,Berry crops,Kg,7880
IU,BRA,171,Brazil,USA,United States,2013,Import,5,2294.289,545257,Berry crops,Kg,545257
IU,BRA,171,Brazil,USA,United States,2014,Export,6,6.127,1720,Berry crops,Kg,1720
IU,BRA,171,Brazil,USA,United States,2014,Import,5,2680.255,681152,Berry crops,Kg,681152
IU,BRA,171,Brazil,USA,United States,2015,Import,5,1889.314,581360,Berry crops,Kg,581360
IU,BRA,171,Brazil,USA,United States,2016,Import,5,1870.528,464778,Berry crops,Kg,464778
IU,BRA,171,Brazil,USA,United States,2017,Import,5,1555.359,379714,Berry crops,Kg,379714
IU,BRA,171,Brazil,USA,United States,2018,Export,6,502.073,180995,Berry crops,Kg,181012
IU,BRA,171,Brazil,USA,United States,2018,Import,5,1435.748,341023,Berry crops,Kg,341023
IU,BRA,171,Brazil,USA,United States,2019,Export,6,323.671,99183,Berry crops,Kg,99240
IU,BRA,171,Brazil,USA,United States,2019,Import,5,1181.673,254093,Berry crops,Kg,232650
IU,BRA,172,Brazil,USA,United States,2008,Export,6,41262.823,19027635,Grapes,Kg,19027635
IU,BRA,172,Brazil,USA,United States,2008,Import,5,247.523,91055,Grapes,Kg,91055
IU,BRA,172,Brazil,USA,United States,2009,Export,6,22745.59,12444690,Grapes,Kg,12444690
IU,BRA,172,Brazil,USA,United States,2009,Import,5,283.233,120861,Grapes,Kg,120861
IU,BRA,172,Brazil,USA,United States,2010,Export,6,28928.695,13128195,Grapes,Kg,13128195
IU,BRA,172,Brazil,USA,United States,2010,Import,5,241.211,89492,Grapes,Kg,89492
IU,BRA,172,Brazil,USA,United States,2011,Export,6,37440.295,16251053,Grapes,Kg,16251053
IU,BRA,172,Brazil,USA,United States,2011,Import,5,16.288,3265,Grapes,Kg,3265
IU,BRA,172,Brazil,USA,United States,2012,Export,6,19162.062,8825628,Grapes,Kg,8825628
IU,BRA,172,Brazil,USA,United States,2012,Import,5,85.451,32458,Grapes,Kg,32458
IU,BRA,172,Brazil,USA,United States,2013,Export,6,5673.245,2666978,Grapes,Kg,2666978
IU,BRA,172,Brazil,USA,United States,2013,Import,5,205.104,80518,Grapes,Kg,80518
IU,BRA,172,Brazil,USA,United States,2014,Export,6,175.546,61300,Grapes,Kg,61300
IU,BRA,172,Brazil,USA,United States,2014,Import,5,166.753,50811,Grapes,Kg,50811
IU,BRA,172,Brazil,USA,United States,2015,Export,6,1643.93,500450,Grapes,Kg,500450
IU,BRA,172,Brazil,USA,United States,2015,Import,5,65.265,16504,Grapes,Kg,16504
IU,BRA,172,Brazil,USA,United States,2016,Export,6,1321.045,425988,Grapes,Kg,425988
IU,BRA,172,Brazil,USA,United States,2016,Import,5,21.093,3522,Grapes,Kg,3522
IU,BRA,172,Brazil,USA,United States,2017,Export,6,5180.801,1820656,Grapes,Kg,1820656
IU,BRA,172,Brazil,USA,United States,2017,Import,5,17.056,2164,Grapes,Kg,2164
IU,BRA,172,Brazil,USA,United States,2018,Export,6,8288.437,2648620,Grapes,Kg,2682088
IU,BRA,172,Brazil,USA,United States,2018,Import,5,40.981,15100,Grapes,Kg,15100
IU,BRA,172,Brazil,USA,United States,2019,Export,6,16239.149,6063670,Grapes,Kg,6118001
IU,BRA,172,Brazil,USA,United States,2019,Import,5,10.481,1343,Grapes,Kg,1343
IU,BRA,173,Brazil,USA,United States,2008,Export,6,6773.599,2618671,Tree nuts,Kg,2618671
IU,BRA,173,Brazil,USA,United States,2008,Import,5,3785.439,1098698,Tree nuts,Kg,1098698
IU,BRA,173,Brazil,USA,United States,2009,Export,6,3923.973,1737990,Tree nuts,Kg,1737990
IU,BRA,173,Brazil,USA,United States,2009,Import,5,1500.087,452380,Tree nuts,Kg,452380
IU,BRA,173,Brazil,USA,United States,2010,Export,6,5474.154,1956820,Tree nuts,Kg,1956820
IU,BRA,173,Brazil,USA,United States,2010,Import,5,1687.268,503738,Tree nuts,Kg,503738
IU,BRA,173,Brazil,USA,United States,2011,Export,6,4963.038,851103,Tree nuts,Kg,851103
